('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(35, '16QBT_large_gate_opt1_2_1.5_no.1.qasm', 16, 30, 156, 126, 0.1, 5.2)
(36, '16QBT_large_gate_opt2_1_1.5_no.8.qasm', 14, 18, 117, 99, 0.09, 6.5)
(37, '16QBT_small_gate_opt2_5_1.5_no.0.qasm', 16, 23, 134, 111, 0.03, 5.8261)
(38, '16QBT_small_gate_opt1_0_1.5_no.3.qasm', 10, 6, 27, 21, 0.0, 4.5)
(39, '16QBT_large_gate_opt2_10_1.5_no.1.qasm', 16, 59, 308, 249, 0.11, 5.2203)
(40, '16QBT_large_gate_opt2_5_1.5_no.9.qasm', 16, 36, 171, 135, 0.05, 4.75)
(41, '16QBT_small_gate_opt1_2_1.5_no.0.qasm', 12, 16, 109, 93, 0.04, 6.8125)
(42, '16QBT_large_gate_opt1_4_1.5_no.6.qasm', 15, 48, 294, 246, 0.12, 6.125)
(43, '16QBT_small_gate_opt2_2_1.5_no.6.qasm', 10, 11, 47, 36, 0.01, 4.2727)
(44, '16QBT_large_gate_opt2_5_1.5_no.2.qasm', 15, 39, 186, 147, 0.03, 4.7692)
(45, '16QBT_large_gate_opt2_0_1.5_no.2.qasm', 12, 9, 45, 36, 0.01, 5.0)
(46, '16QBT_large_gate_opt1_4_1.5_no.4.qasm', 16, 45, 159, 114, 0.04, 3.5333)
(47, '16QBT_large_gate_opt2_5_1.5_no.8.qasm', 16, 40, 151, 111, 0.12, 3.775)
(48, '16QBT_large_gate_opt1_25_1.5_no.3.qasm', 16, 256, 1261, 1005, 0.56, 4.9258)
(49, '16QBT_small_gate_opt1_15_1.5_no.4.qasm', 16, 89, 470, 381, 0.15, 5.2809)
(50, '16QBT_small_gate_opt2_3_1.5_no.0.qasm', 14, 19, 160, 141, 0.1, 8.4211)
(51, '16QBT_small_gate_opt2_10_1.5_no.0.qasm', 15, 41, 206, 165, 0.05, 5.0244)
(52, '16QBT_small_gate_opt1_4_1.5_no.4.qasm', 15, 28, 196, 168, 0.1, 7.0)
(53, '16QBT_small_gate_opt2_20_1.5_no.0.qasm', 16, 65, 242, 177, 0.12, 3.7231)
(54, '16QBT_large_gate_opt1_5_1.5_no.3.qasm', 16, 61, 292, 231, 0.12, 4.7869)
(55, '16QBT_large_gate_opt1_5_1.5_no.6.qasm', 16, 58, 370, 312, 0.28, 6.3793)
(56, '16QBT_small_gate_opt1_3_1.5_no.0.qasm', 15, 22, 94, 72, 0.07, 4.2727)
(57, '16QBT_small_gate_opt1_2_1.5_no.7.qasm', 12, 17, 65, 48, 0.03, 3.8235)
(58, '16QBT_small_gate_opt2_5_1.5_no.1.qasm', 15, 22, 130, 108, 0.03, 5.9091)
(59, '16QBT_large_gate_opt1_4_1.5_no.3.qasm', 16, 48, 318, 270, 0.16, 6.625)
(60, '16QBT_small_gate_opt1_1_1.5_no.7.qasm', 13, 11, 44, 33, 0.06, 4.0)
(61, '16QBT_large_gate_opt1_10_1.5_no.6.qasm', 16, 115, 649, 534, 0.27, 5.6435)
(62, '16QBT_large_gate_opt2_1_1.5_no.2.qasm', 15, 23, 62, 39, 0.03, 2.6957)
(63, '16QBT_small_gate_opt1_2_1.5_no.2.qasm', 14, 18, 114, 96, 0.06, 6.3333)
(64, '16QBT_large_gate_opt1_1_1.5_no.0.qasm', 16, 21, 165, 144, 0.16, 7.8571)
(65, '16QBT_small_gate_opt2_4_1.5_no.1.qasm', 12, 16, 103, 87, 0.02, 6.4375)
(66, '16QBT_small_gate_opt2_3_1.5_no.3.qasm', 13, 17, 128, 111, 0.03, 7.5294)
(67, '16QBT_large_gate_opt1_0_1.5_no.9.qasm', 13, 10, 58, 48, 0.03, 5.8)
(68, '16QBT_small_gate_opt2_20_1.5_no.3.qasm', 16, 71, 332, 261, 0.1, 4.6761)
(69, '16QBT_small_gate_opt1_3_1.5_no.6.qasm', 15, 22, 88, 66, 0.06, 4.0)
(70, '16QBT_small_gate_opt1_5_1.5_no.0.qasm', 15, 31, 136, 105, 0.04, 4.3871)
(71, '16QBT_small_gate_opt1_20_1.5_no.7.qasm', 16, 122, 458, 336, 0.24, 3.7541)
(72, '16QBT_small_gate_opt2_2_1.5_no.5.qasm', 12, 11, 59, 48, 0.02, 5.3636)
(73, '16QBT_small_gate_opt1_3_1.5_no.3.qasm', 14, 21, 183, 162, 0.05, 8.7143)
(74, '16QBT_small_gate_opt2_4_1.5_no.2.qasm', 13, 19, 88, 69, 0.03, 4.6316)
(75, '16QBT_small_gate_opt1_1_1.5_no.0.qasm', 13, 12, 54, 42, 0.04, 4.5)
(76, '16QBT_large_gate_opt2_2_1.5_no.8.qasm', 14, 18, 123, 105, 0.02, 6.8333)
(77, '16QBT_large_gate_opt1_3_1.5_no.6.qasm', 16, 42, 240, 198, 0.09, 5.7143)
(78, '16QBT_large_gate_opt1_15_1.5_no.4.qasm', 16, 166, 697, 531, 0.52, 4.1988)
(79, '16QBT_small_gate_opt1_1_1.5_no.6.qasm', 13, 12, 66, 54, 0.03, 5.5)
(80, '16QBT_small_gate_opt1_2_1.5_no.8.qasm', 13, 16, 142, 126, 0.03, 8.875)
(81, '16QBT_large_gate_opt1_3_1.5_no.2.qasm', 15, 36, 249, 213, 0.14, 6.9167)
(82, '16QBT_small_gate_opt2_3_1.5_no.4.qasm', 14, 18, 99, 81, 0.03, 5.5)
(83, '16QBT_large_gate_opt2_25_1.5_no.5.qasm', 16, 145, 835, 690, 0.38, 5.7586)
(84, '16QBT_small_gate_opt2_10_1.5_no.5.qasm', 15, 32, 134, 102, 0.05, 4.1875)
(85, '16QBT_large_gate_opt2_10_1.5_no.3.qasm', 16, 62, 407, 345, 0.13, 6.5645)
(86, '16QBT_large_gate_opt2_20_1.5_no.8.qasm', 16, 110, 479, 369, 0.4, 4.3545)
(87, '16QBT_small_gate_opt1_4_1.5_no.6.qasm', 14, 24, 87, 63, 0.03, 3.625)
(88, '16QBT_large_gate_opt2_4_1.5_no.5.qasm', 16, 43, 277, 234, 0.18, 6.4419)
(89, '16QBT_large_gate_opt1_1_1.5_no.8.qasm', 16, 18, 102, 84, 0.06, 5.6667)
(90, '16QBT_large_gate_opt2_15_1.5_no.4.qasm', 16, 87, 492, 405, 0.24, 5.6552)
(91, '16QBT_small_gate_opt2_0_1.5_no.0.qasm', 9, 8, 35, 27, 0.01, 4.375)
(92, '16QBT_large_gate_opt1_10_1.5_no.0.qasm', 16, 109, 406, 297, 0.26, 3.7248)
(93, '16QBT_large_gate_opt1_10_1.5_no.7.qasm', 16, 119, 527, 408, 0.26, 4.4286)
(94, '16QBT_large_gate_opt2_25_1.5_no.7.qasm', 16, 143, 740, 597, 0.23, 5.1748)
(95, '16QBT_small_gate_opt1_25_1.5_no.2.qasm', 16, 147, 879, 732, 0.23, 5.9796)
(96, '16QBT_small_gate_opt2_2_1.5_no.7.qasm', 11, 12, 69, 57, 0.02, 5.75)
(97, '16QBT_large_gate_opt2_15_1.5_no.8.qasm', 16, 91, 523, 432, 0.29, 5.7473)
(98, '16QBT_large_gate_opt2_0_1.5_no.1.qasm', 12, 10, 91, 81, 0.01, 9.1)
(99, '16QBT_large_gate_opt1_20_1.5_no.4.qasm', 16, 216, 1206, 990, 0.62, 5.5833)
(100, '16QBT_large_gate_opt1_15_1.5_no.0.qasm', 16, 164, 692, 528, 0.32, 4.2195)
(101, '16QBT_small_gate_opt2_5_1.5_no.2.qasm', 13, 23, 137, 114, 0.05, 5.9565)
(102, '16QBT_small_gate_opt2_1_1.5_no.9.qasm', 11, 14, 71, 57, 0.02, 5.0714)
(103, '16QBT_large_gate_opt2_3_1.5_no.9.qasm', 16, 35, 176, 141, 0.07, 5.0286)
(104, '16QBT_small_gate_opt2_25_1.5_no.2.qasm', 16, 77, 305, 228, 0.07, 3.961)
(105, '16QBT_small_gate_opt2_25_1.5_no.3.qasm', 16, 87, 354, 267, 0.22, 4.069)
(106, '16QBT_small_gate_opt1_20_1.5_no.6.qasm', 16, 118, 457, 339, 0.29, 3.8729)
(107, '16QBT_small_gate_opt1_25_1.5_no.8.qasm', 16, 151, 688, 537, 0.4, 4.5563)
(108, '16QBT_small_gate_opt2_3_1.5_no.2.qasm', 14, 18, 135, 117, 0.04, 7.5)
(109, '16QBT_small_gate_opt2_1_1.5_no.2.qasm', 12, 11, 50, 39, 0.01, 4.5455)
(110, '16QBT_large_gate_opt2_20_1.5_no.9.qasm', 16, 116, 530, 414, 0.2, 4.569)
(111, '16QBT_large_gate_opt1_4_1.5_no.0.qasm', 16, 53, 305, 252, 0.26, 5.7547)
(112, '16QBT_small_gate_opt1_10_1.5_no.5.qasm', 16, 63, 348, 285, 0.13, 5.5238)
(113, '16QBT_large_gate_opt1_0_1.5_no.0.qasm', 9, 9, 66, 57, 0.01, 7.3333)
(114, '16QBT_small_gate_opt1_5_1.5_no.9.qasm', 15, 37, 175, 138, 0.12, 4.7297)
(115, '16QBT_large_gate_opt1_5_1.5_no.9.qasm', 16, 62, 293, 231, 0.08, 4.7258)
(116, '16QBT_small_gate_opt1_10_1.5_no.6.qasm', 16, 67, 340, 273, 0.11, 5.0746)
(117, '16QBT_small_gate_opt2_20_1.5_no.2.qasm', 16, 63, 432, 369, 0.16, 6.8571)
(118, '16QBT_small_gate_opt2_5_1.5_no.9.qasm', 14, 22, 133, 111, 0.06, 6.0455)
(119, '16QBT_small_gate_opt2_0_1.5_no.5.qasm', 5, 4, 10, 6, 0.0, 2.5)
(120, '16QBT_large_gate_opt2_10_1.5_no.2.qasm', 16, 58, 250, 192, 0.13, 4.3103)
(121, '16QBT_small_gate_opt1_4_1.5_no.8.qasm', 14, 24, 159, 135, 0.06, 6.625)
(122, '16QBT_large_gate_opt1_25_1.5_no.1.qasm', 16, 263, 1268, 1005, 0.91, 4.8213)
(123, '16QBT_large_gate_opt2_3_1.5_no.3.qasm', 16, 32, 212, 180, 0.06, 6.625)
(124, '16QBT_large_gate_opt1_3_1.5_no.7.qasm', 16, 35, 131, 96, 0.04, 3.7429)
(125, '16QBT_large_gate_opt2_15_1.5_no.1.qasm', 16, 90, 453, 363, 0.17, 5.0333)
(126, '16QBT_small_gate_opt2_1_1.5_no.5.qasm', 9, 8, 41, 33, 0.01, 5.125)
(127, '16QBT_large_gate_opt1_0_1.5_no.8.qasm', 12, 11, 38, 27, 0.0, 3.4545)
(128, '16QBT_large_gate_opt1_20_1.5_no.9.qasm', 16, 210, 639, 429, 0.33, 3.0429)
(129, '16QBT_small_gate_opt1_5_1.5_no.4.qasm', 16, 39, 183, 144, 0.09, 4.6923)
(130, '16QBT_small_gate_opt2_2_1.5_no.3.qasm', 12, 13, 76, 63, 0.07, 5.8462)
(131, '16QBT_small_gate_opt2_10_1.5_no.7.qasm', 16, 38, 197, 159, 0.13, 5.1842)
(132, '16QBT_large_gate_opt2_15_1.5_no.0.qasm', 16, 92, 485, 393, 0.3, 5.2717)
(133, '16QBT_small_gate_opt1_2_1.5_no.4.qasm', 12, 16, 76, 60, 0.01, 4.75)
The average ratio is 38113:7699 = 4.9504
The time spent for this test is 18.6 : 18.95
