('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(32, '53QBT_gate_Sycamore_small_opt1_15_1.5_no.9.qasm', 51, 157, 1135, 978, 51.36, 7.2293)
(33, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.6.qasm', 41, 39, 219, 180, 4.96, 5.6154)
(34, '53QBT_gate_Sycamore_large_opt2_2_1.5_no.2.qasm', 42, 41, 332, 291, 109.84, 8.0976)
(35, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.8.qasm', 47, 74, 650, 576, 71.12, 8.7838)
(36, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.3.qasm', 43, 52, 430, 378, 25.8, 8.2692)
(37, '53QBT_gate_Sycamore_large_opt2_1_1.5_no.9.qasm', 40, 38, 293, 255, 11.31, 7.7105)
(38, '53QBT_gate_Sycamore_small_opt2_4_1.5_no.8.qasm', 33, 31, 187, 156, 61.65, 6.0323)
(39, '53QBT_gate_Sycamore_small_opt1_2_1.5_no.4.qasm', 37, 37, 196, 159, 39.37, 5.2973)
(40, '53QBT_gate_Sycamore_large_opt1_20_1.5_no.1.qasm', 53, 400, 2659, 2259, 154.62, 6.6475)
(41, '53QBT_gate_Sycamore_small_opt2_10_1.5_no.2.qasm', 42, 61, 445, 384, 28.71, 7.2951)
(42, '53QBT_gate_Sycamore_large_opt1_1_1.5_no.3.qasm', 37, 40, 256, 216, 33.08, 6.4)
(43, '53QBT_gate_Sycamore_large_opt1_4_1.5_no.0.qasm', 46, 94, 547, 453, 106.8, 5.8191)
(44, '53QBT_gate_Sycamore_large_opt2_3_1.5_no.9.qasm', 48, 60, 540, 480, 143.67, 9.0)
(45, '53QBT_gate_Sycamore_large_opt1_2_1.5_no.5.qasm', 43, 55, 496, 441, 13.29, 9.0182)
(46, '53QBT_gate_Sycamore_large_opt2_15_1.5_no.0.qasm', 53, 177, 1230, 1053, 46.96, 6.9492)
(47, '53QBT_gate_Sycamore_large_opt2_15_1.5_no.8.qasm', 53, 183, 1446, 1263, 39.9, 7.9016)
(48, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.1.qasm', 38, 37, 250, 213, 8.32, 6.7568)
(49, '53QBT_gate_Sycamore_large_opt2_20_1.5_no.0.qasm', 53, 202, 1735, 1533, 76.43, 8.5891)
(50, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.5.qasm', 20, 20, 152, 132, 0.78, 7.6)
(51, '53QBT_gate_Sycamore_small_opt1_20_1.5_no.3.qasm', 53, 213, 1821, 1608, 96.27, 8.5493)
(52, '53QBT_gate_Sycamore_small_opt1_3_1.5_no.9.qasm', 35, 40, 241, 201, 110.89, 6.025)
(53, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.0.qasm', 25, 20, 77, 57, 0.79, 3.85)
(54, '53QBT_gate_Sycamore_small_opt1_2_1.5_no.0.qasm', 38, 33, 156, 123, 3.62, 4.7273)
(55, '53QBT_gate_Sycamore_large_opt1_3_1.5_no.7.qasm', 49, 76, 544, 468, 28.13, 7.1579)
(56, '53QBT_gate_Sycamore_small_opt2_10_1.5_no.6.qasm', 41, 62, 314, 252, 35.96, 5.0645)
(57, '53QBT_gate_Sycamore_large_opt1_15_1.5_no.8.qasm', 53, 297, 2097, 1800, 473.22, 7.0606)
(58, '53QBT_gate_Sycamore_small_opt2_20_1.5_no.6.qasm', 49, 106, 742, 636, 70.96, 7.0)
(59, '53QBT_gate_Sycamore_small_opt2_2_1.5_no.2.qasm', 23, 22, 115, 93, 0.84, 5.2273)
(60, '53QBT_gate_Sycamore_large_opt1_20_1.5_no.0.qasm', 53, 404, 3011, 2607, 291.49, 7.453)
(62, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.5.qasm', 36, 40, 202, 162, 13.29, 5.05)
(63, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.7.qasm', 23, 17, 146, 129, 2.29, 8.5882)
(64, '53QBT_gate_Sycamore_small_opt1_2_1.5_no.7.qasm', 32, 35, 353, 318, 5.27, 10.0857)
(65, '53QBT_gate_Sycamore_large_opt2_20_1.5_no.4.qasm', 53, 218, 1577, 1359, 257.57, 7.2339)
(66, '53QBT_gate_Sycamore_large_opt1_1_1.5_no.4.qasm', 34, 35, 161, 126, 6.36, 4.6)
(67, '53QBT_gate_Sycamore_small_opt1_5_1.5_no.7.qasm', 43, 61, 382, 321, 74.46, 6.2623)
(68, '53QBT_gate_Sycamore_large_opt2_2_1.5_no.5.qasm', 41, 41, 293, 252, 30.67, 7.1463)
(69, '53QBT_gate_Sycamore_small_opt1_20_1.5_no.9.qasm', 52, 204, 1422, 1218, 170.24, 6.9706)
(70, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.0.qasm', 53, 482, 3059, 2577, 155.52, 6.3465)
(71, '53QBT_gate_Sycamore_small_opt2_15_1.5_no.1.qasm', 50, 93, 621, 528, 102.96, 6.6774)
(72, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.0.qasm', 50, 72, 438, 366, 23.42, 6.0833)
(73, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.1.qasm', 34, 47, 221, 174, 10.41, 4.7021)
(74, '53QBT_gate_Sycamore_large_opt1_1_1.5_no.6.qasm', 41, 39, 180, 141, 12.25, 4.6154)
(75, '53QBT_gate_Sycamore_large_opt2_1_1.5_no.7.qasm', 43, 40, 256, 216, 506.92, 6.4)
(76, '53QBT_gate_Sycamore_large_opt1_4_1.5_no.1.qasm', 49, 97, 715, 618, 503.89, 7.3711)
(77, '53QBT_gate_Sycamore_large_opt2_15_1.5_no.3.qasm', 51, 173, 1367, 1194, 61.27, 7.9017)
(78, '53QBT_gate_Sycamore_small_opt2_2_1.5_no.4.qasm', 26, 21, 168, 147, 13.47, 8.0)
(79, '53QBT_gate_Sycamore_large_opt2_2_1.5_no.4.qasm', 43, 39, 264, 225, 90.89, 6.7692)
(80, '53QBT_gate_Sycamore_large_opt1_1_1.5_no.7.qasm', 37, 40, 277, 237, 15.69, 6.925)
(81, '53QBT_gate_Sycamore_large_opt1_0_1.5_no.8.qasm', 26, 21, 96, 75, 2.02, 4.5714)
(82, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.5.qasm', 46, 78, 387, 309, 106.31, 4.9615)
(83, '53QBT_gate_Sycamore_small_opt2_0_1.5_no.8.qasm', 11, 8, 65, 57, 0.33, 8.125)
(84, '53QBT_gate_Sycamore_large_opt2_3_1.5_no.5.qasm', 48, 60, 465, 405, 118.58, 7.75)
(85, '53QBT_gate_Sycamore_large_opt2_4_1.5_no.5.qasm', 44, 55, 376, 321, 29.61, 6.8364)
(86, '53QBT_gate_Sycamore_large_opt1_5_1.5_no.7.qasm', 50, 118, 865, 747, 90.59, 7.3305)
(87, '53QBT_gate_Sycamore_large_opt1_0_1.5_no.3.qasm', 27, 18, 216, 198, 122.62, 12.0)
(88, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.4.qasm', 38, 50, 347, 297, 50.93, 6.94)
(89, '53QBT_gate_Sycamore_small_opt1_5_1.5_no.8.qasm', 44, 61, 445, 384, 65.64, 7.2951)
(90, '53QBT_gate_Sycamore_small_opt2_0_1.5_no.6.qasm', 15, 9, 15, 6, 0.32, 1.6667)
(91, '53QBT_gate_Sycamore_large_opt1_0_1.5_no.9.qasm', 25, 17, 77, 60, 0.69, 4.5294)
(92, '53QBT_gate_Sycamore_small_opt2_4_1.5_no.1.qasm', 33, 32, 194, 162, 12.72, 6.0625)
(93, '53QBT_gate_Sycamore_large_opt2_4_1.5_no.8.qasm', 47, 59, 410, 351, 231.43, 6.9492)
(94, '53QBT_gate_Sycamore_large_opt2_4_1.5_no.2.qasm', 46, 56, 485, 429, 125.97, 8.6607)
(95, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.8.qasm', 24, 19, 160, 141, 22.6, 8.4211)
(96, '53QBT_gate_Sycamore_small_opt2_3_1.5_no.6.qasm', 33, 32, 83, 51, 2.53, 2.5938)
(97, '53QBT_gate_Sycamore_small_opt2_4_1.5_no.2.qasm', 35, 28, 130, 102, 1.03, 4.6429)
(98, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.4.qasm', 53, 482, 3869, 3387, 207.78, 8.027)
(99, '53QBT_gate_Sycamore_large_opt1_3_1.5_no.8.qasm', 48, 71, 449, 378, 79.7, 6.3239)
(100, '53QBT_gate_Sycamore_large_opt1_10_1.5_no.7.qasm', 53, 203, 1766, 1563, 190.17, 8.6995)
(101, '53QBT_gate_Sycamore_small_opt2_20_1.5_no.5.qasm', 46, 109, 724, 615, 133.3, 6.6422)
(102, '53QBT_gate_Sycamore_small_opt1_25_1.5_no.9.qasm', 53, 265, 1774, 1509, 205.26, 6.6943)
(103, '53QBT_gate_Sycamore_large_opt2_3_1.5_no.7.qasm', 41, 56, 470, 414, 60.26, 8.3929)
(104, '53QBT_gate_Sycamore_small_opt1_3_1.5_no.2.qasm', 38, 39, 297, 258, 181.94, 7.6154)
(105, '53QBT_gate_Sycamore_small_opt1_15_1.5_no.7.qasm', 53, 162, 1266, 1104, 67.22, 7.8148)
(106, '53QBT_gate_Sycamore_large_opt2_1_1.5_no.1.qasm', 39, 38, 167, 129, 8.06, 4.3947)
(107, '53QBT_gate_Sycamore_large_opt2_20_1.5_no.8.qasm', 53, 199, 1687, 1488, 183.21, 8.4774)
(108, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.7.qasm', 40, 40, 331, 291, 50.64, 8.275)
(109, '53QBT_gate_Sycamore_large_opt1_2_1.5_no.7.qasm', 49, 58, 400, 342, 37.69, 6.8966)
(110, '53QBT_gate_Sycamore_small_opt1_5_1.5_no.9.qasm', 46, 59, 419, 360, 67.24, 7.1017)
(111, '53QBT_gate_Sycamore_small_opt1_2_1.5_no.3.qasm', 28, 26, 119, 93, 4.18, 4.5769)
(112, '53QBT_gate_Sycamore_small_opt2_15_1.5_no.0.qasm', 47, 93, 744, 651, 251.47, 8.0)
(113, '53QBT_gate_Sycamore_large_opt2_10_1.5_no.1.qasm', 51, 116, 818, 702, 144.79, 7.0517)
(114, '53QBT_gate_Sycamore_small_opt1_0_1.5_no.4.qasm', 13, 10, 55, 45, 0.11, 5.5)
(115, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.4.qasm', 27, 23, 149, 126, 42.04, 6.4783)
(116, '53QBT_gate_Sycamore_small_opt2_10_1.5_no.1.qasm', 44, 58, 292, 234, 55.83, 5.0345)
(117, '53QBT_gate_Sycamore_small_opt1_15_1.5_no.6.qasm', 52, 164, 1202, 1038, 87.24, 7.3293)
(118, '53QBT_gate_Sycamore_large_opt1_5_1.5_no.3.qasm', 51, 110, 926, 816, 160.5, 8.4182)
(119, '53QBT_gate_Sycamore_small_opt2_15_1.5_no.5.qasm', 45, 92, 827, 735, 31.53, 8.9891)
(120, '53QBT_gate_Sycamore_small_opt1_0_1.5_no.8.qasm', 15, 11, 86, 75, 0.91, 7.8182)
(121, '53QBT_gate_Sycamore_large_opt1_4_1.5_no.8.qasm', 51, 94, 742, 648, 297.52, 7.8936)
(122, '53QBT_gate_Sycamore_small_opt2_20_1.5_no.8.qasm', 52, 119, 686, 567, 254.95, 5.7647)
(123, '53QBT_gate_Sycamore_large_opt2_25_1.5_no.0.qasm', 53, 264, 2040, 1776, 115.02, 7.7273)
(124, '53QBT_gate_Sycamore_large_opt2_10_1.5_no.0.qasm', 52, 108, 672, 564, 225.76, 6.2222)
(125, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.1.qasm', 53, 487, 2959, 2472, 267.1, 6.076)
(126, '53QBT_gate_Sycamore_small_opt1_3_1.5_no.6.qasm', 35, 40, 184, 144, 16.07, 4.6)
(127, '53QBT_gate_Sycamore_small_opt1_25_1.5_no.8.qasm', 52, 264, 1800, 1536, 190.94, 6.8182)
(128, '53QBT_gate_Sycamore_large_opt1_5_1.5_no.1.qasm', 52, 113, 893, 780, 423.11, 7.9027)
(129, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.0.qasm', 23, 21, 78, 57, 0.41, 3.7143)
(130, '53QBT_gate_Sycamore_large_opt2_25_1.5_no.7.qasm', 53, 265, 1999, 1734, 77.51, 7.5434)
(131, '53QBT_gate_Sycamore_large_opt1_15_1.5_no.9.qasm', 53, 297, 2031, 1734, 350.28, 6.8384)
(132, '53QBT_gate_Sycamore_large_opt2_10_1.5_no.9.qasm', 51, 122, 986, 864, 300.71, 8.082)
(133, '53QBT_gate_Sycamore_large_opt2_3_1.5_no.1.qasm', 47, 56, 398, 342, 29.79, 7.1071)
(76, '53QBT_gate_Sycamore_small_opt1_15_1.5_no.5.qasm', 53, 161, 1118, 957, 256.79, 6.9441)
The average ratio is 100567:14349 = 7.0086
The time spent for this test is 15292.54 : 15612.07
