('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(70, '53QBT_gate_Rochester_small_opt2_2_1.5_no.3.qasm', 21, 18, 186, 168, 2.42, 10.3333)
(71, '53QBT_gate_Rochester_large_opt2_2_1.5_no.5.qasm', 41, 35, 485, 450, 10.54, 13.8571)
(72, '53QBT_gate_Rochester_small_opt1_3_1.5_no.9.qasm', 41, 42, 579, 537, 5.79, 13.7857)
(77, '53QBT_gate_Rochester_large_opt2_0_1.5_no.6.qasm', 25, 20, 167, 147, 0.72, 8.35)
(78, '53QBT_gate_Rochester_small_opt2_0_1.5_no.2.qasm', 15, 9, 144, 135, 0.12, 16.0)
(80, '53QBT_gate_Rochester_large_opt2_15_1.5_no.6.qasm', 53, 173, 1574, 1401, 51.04, 9.0983)
(82, '53QBT_gate_Rochester_small_opt2_4_1.5_no.8.qasm', 33, 29, 308, 279, 0.89, 10.6207)
(84, '53QBT_gate_Rochester_small_opt2_2_1.5_no.7.qasm', 25, 21, 237, 216, 0.58, 11.2857)
(86, '53QBT_gate_Rochester_small_opt1_20_1.5_no.8.qasm', 53, 207, 1860, 1653, 22.39, 8.9855)
(87, '53QBT_gate_Rochester_large_opt2_2_1.5_no.3.qasm', 39, 40, 448, 408, 1.28, 11.2)
(88, '53QBT_gate_Rochester_small_opt1_3_1.5_no.0.qasm', 38, 39, 495, 456, 7.18, 12.6923)
(89, '53QBT_gate_Rochester_small_opt1_3_1.5_no.6.qasm', 38, 44, 533, 489, 5.02, 12.1136)
(91, '53QBT_gate_Rochester_small_opt1_1_1.5_no.3.qasm', 26, 22, 181, 159, 0.13, 8.2273)
(95, '53QBT_gate_Rochester_small_opt1_15_1.5_no.3.qasm', 53, 166, 1324, 1158, 39.33, 7.9759)
(96, '53QBT_gate_Rochester_small_opt2_1_1.5_no.0.qasm', 30, 24, 204, 180, 0.51, 8.5)
(100, '53QBT_gate_Rochester_small_opt2_10_1.5_no.4.qasm', 44, 58, 406, 348, 1.6, 7.0)
(104, '53QBT_gate_Rochester_small_opt2_3_1.5_no.1.qasm', 37, 33, 285, 252, 2.02, 8.6364)
(105, '53QBT_gate_Rochester_large_opt1_1_1.5_no.2.qasm', 43, 38, 482, 444, 7.35, 12.6842)
(107, '53QBT_gate_Rochester_large_opt1_3_1.5_no.2.qasm', 52, 76, 1057, 981, 16.58, 13.9079)
(109, '53QBT_gate_Rochester_small_opt1_2_1.5_no.9.qasm', 35, 30, 330, 300, 3.88, 11.0)
(110, '53QBT_gate_Rochester_small_opt1_0_1.5_no.5.qasm', 16, 11, 74, 63, 0.18, 6.7273)
(111, '53QBT_gate_Rochester_large_opt2_10_1.5_no.0.qasm', 52, 118, 1249, 1131, 16.13, 10.5847)
(113, '53QBT_gate_Rochester_small_opt1_4_1.5_no.6.qasm', 44, 50, 437, 387, 1.34, 8.74)
(114, '53QBT_gate_Rochester_large_opt2_1_1.5_no.5.qasm', 41, 42, 498, 456, 5.64, 11.8571)
(115, '53QBT_gate_Rochester_large_opt2_0_1.5_no.8.qasm', 29, 19, 130, 111, 0.42, 6.8421)
(116, '53QBT_gate_Rochester_large_opt2_3_1.5_no.7.qasm', 46, 59, 560, 501, 8.9, 9.4915)
(118, '53QBT_gate_Rochester_small_opt2_5_1.5_no.8.qasm', 37, 37, 202, 165, 1.55, 5.4595)
(119, '53QBT_gate_Rochester_small_opt2_1_1.5_no.4.qasm', 28, 23, 251, 228, 2.45, 10.913)
(124, '53QBT_gate_Rochester_small_opt1_2_1.5_no.8.qasm', 32, 30, 324, 294, 1.01, 10.8)
(126, '53QBT_gate_Rochester_large_opt2_5_1.5_no.3.qasm', 50, 74, 683, 609, 25.1, 9.2297)
(127, '53QBT_gate_Rochester_large_opt2_2_1.5_no.2.qasm', 40, 34, 553, 519, 4.28, 16.2647)
(128, '53QBT_gate_Rochester_large_opt2_5_1.5_no.9.qasm', 49, 73, 928, 855, 2.84, 12.7123)
(129, '53QBT_gate_Rochester_small_opt2_25_1.5_no.0.qasm', 53, 144, 1122, 978, 55.26, 7.7917)
(130, '53QBT_gate_Rochester_large_opt1_4_1.5_no.7.qasm', 51, 95, 878, 783, 14.55, 9.2421)
(132, '53QBT_gate_Rochester_large_opt2_25_1.5_no.0.qasm', 53, 263, 2621, 2358, 35.76, 9.9658)
(133, '53QBT_gate_Rochester_large_opt1_20_1.5_no.3.qasm', 53, 408, 3615, 3207, 21.41, 8.8603)
The average ratio is 51271:15075 = 3.4011
The time spent for this test is 707.74 : 1253.59
