benchmark,qubits,gates,name,added gate,time(s)
QUKENO_Q16_16QBT_small_gate_opt1_3_1.5_no.3,16,20,EffectiveQM,0.0,0.2266,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt1_3_1.5_no.4,16,22,EffectiveQM_abalation_bridge,3.0,3.3553000000000006,
QUKENO_Q16_16QBT_small_gate_opt1_3_1.5_no.4,16,22,EffectiveQM,3.0,2.1726,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt1_4_1.5_no.0,16,24,EffectiveQM_abalation_bridge,0.0,0.3601,
QUKENO_Q16_16QBT_small_gate_opt1_4_1.5_no.0,16,24,EffectiveQM,1.2,1.2664,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt1_4_1.5_no.9,16,30,EffectiveQM_abalation_bridge,6.0,5.6983,
QUKENO_Q16_16QBT_small_gate_opt1_4_1.5_no.9,16,30,EffectiveQM,6.0,4.757099999999999,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt1_5_1.5_no.4,16,35,EffectiveQM_abalation_bridge,0.0,1.036,
QUKENO_Q16_16QBT_small_gate_opt1_5_1.5_no.4,16,35,EffectiveQM,1.5,3.9664,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt1_5_1.5_no.7,16,35,EffectiveQM_abalation_bridge,3.0,7.4714,
QUKENO_Q16_16QBT_small_gate_opt1_5_1.5_no.7,16,35,EffectiveQM,3.6,7.0036000000000005,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_0_1.5_no.0,16,5,EffectiveQM_abalation_bridge,0.0,0.0001,
QUKENO_Q16_16QBT_small_gate_opt2_0_1.5_no.0,16,5,EffectiveQM,0.0,0.0026000000000000003,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_0_1.5_no.1,16,4,EffectiveQM_abalation_bridge,0.0,0.0001,
QUKENO_Q16_16QBT_small_gate_opt2_0_1.5_no.1,16,4,EffectiveQM,0.0,0.0025,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_10_1.5_no.6,16,30,EffectiveQM_abalation_bridge,6.0,8.1236,
QUKENO_Q16_16QBT_small_gate_opt2_10_1.5_no.6,16,30,EffectiveQM,6.9,4.7905999999999995,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_10_1.5_no.9,16,35,EffectiveQM_abalation_bridge,6.3,10.0745,
QUKENO_Q16_16QBT_small_gate_opt2_10_1.5_no.9,16,35,EffectiveQM,7.8,6.431900000000001,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_15_1.5_no.2,16,61,EffectiveQM_abalation_bridge,30.6,24.2374,
QUKENO_Q16_16QBT_small_gate_opt2_15_1.5_no.2,16,61,EffectiveQM,28.8,12.364500000000001,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_15_1.5_no.9,16,54,EffectiveQM_abalation_bridge,29.7,29.889100000000003,
QUKENO_Q16_16QBT_small_gate_opt2_15_1.5_no.9,16,54,EffectiveQM,25.5,13.547,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_1_1.5_no.1,16,10,EffectiveQM_abalation_bridge,0.0,0.0038000000000000004,
QUKENO_Q16_16QBT_small_gate_opt2_1_1.5_no.1,16,10,EffectiveQM,0.0,0.044300000000000006,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_1_1.5_no.3,16,10,EffectiveQM_abalation_bridge,0.0,0.0016,
QUKENO_Q16_16QBT_small_gate_opt2_1_1.5_no.3,16,10,EffectiveQM,0.0,0.07189999999999999,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_20_1.5_no.2,16,71,EffectiveQM_abalation_bridge,33.0,22.642999999999997,
QUKENO_Q16_16QBT_small_gate_opt2_20_1.5_no.2,16,71,EffectiveQM,31.8,13.4605,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_20_1.5_no.4,16,82,EffectiveQM_abalation_bridge,39.0,35.77040000000001,
QUKENO_Q16_16QBT_small_gate_opt2_20_1.5_no.4,16,82,EffectiveQM,38.7,21.1024,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_25_1.5_no.5,16,94,EffectiveQM_abalation_bridge,56.4,42.319399999999995,
QUKENO_Q16_16QBT_small_gate_opt2_25_1.5_no.5,16,94,EffectiveQM,53.1,22.9116,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_25_1.5_no.7,16,78,EffectiveQM_abalation_bridge,42.0,48.699600000000004,
QUKENO_Q16_16QBT_small_gate_opt2_25_1.5_no.7,16,78,EffectiveQM,39.6,22.824099999999998,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_2_1.5_no.0,16,13,EffectiveQM_abalation_bridge,0.0,0.0187,
QUKENO_Q16_16QBT_small_gate_opt2_2_1.5_no.0,16,13,EffectiveQM,0.0,0.23820000000000002,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_2_1.5_no.1,16,11,EffectiveQM_abalation_bridge,0.0,0.005,
QUKENO_Q16_16QBT_small_gate_opt2_2_1.5_no.1,16,11,EffectiveQM,0.0,0.0534,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_3_1.5_no.0,16,16,EffectiveQM_abalation_bridge,0.0,0.016000000000000004,
QUKENO_Q16_16QBT_small_gate_opt2_3_1.5_no.0,16,16,EffectiveQM,0.0,0.2064,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_3_1.5_no.3,16,17,EffectiveQM_abalation_bridge,0.0,0.07850000000000001,
QUKENO_Q16_16QBT_small_gate_opt2_3_1.5_no.3,16,17,EffectiveQM,0.0,0.2644,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_4_1.5_no.1,16,16,EffectiveQM_abalation_bridge,0.0,0.0426,
QUKENO_Q16_16QBT_small_gate_opt2_4_1.5_no.1,16,16,EffectiveQM,0.0,0.27819999999999995,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_4_1.5_no.4,16,15,EffectiveQM_abalation_bridge,0.0,0.016300000000000002,
QUKENO_Q16_16QBT_small_gate_opt2_4_1.5_no.4,16,15,EffectiveQM,0.9,0.6281,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_5_1.5_no.4,16,22,EffectiveQM_abalation_bridge,0.0,0.029700000000000004,
QUKENO_Q16_16QBT_small_gate_opt2_5_1.5_no.4,16,22,EffectiveQM,0.0,0.1518,
,,,,,,
QUKENO_Q16_16QBT_small_gate_opt2_5_1.5_no.6,16,25,EffectiveQM_abalation_bridge,3.0,4.013199999999999,
QUKENO_Q16_16QBT_small_gate_opt2_5_1.5_no.6,16,25,EffectiveQM,4.2,3.1963,
,,,,,,
