benchmark,qubits,original CNOT gates,algorithm name,added CNOT gates,time(s)
qpeinexact_nativegates_ibm_qiskit_opt0_50,50,2522,EffectiveQM,4238.4,3617.3460000000005,
,,,,,,
qwalk-noancilla_nativegates_ibm_qiskit_opt0_10,10,18078,EffectiveQM_abalation_bridge,16495.5,324.7106,
qwalk-noancilla_nativegates_ibm_qiskit_opt0_10,10,18078,EffectiveQM,10375.8,2973.657,
,,,,,,
vqe_nativegates_ibm_qiskit_opt0_10,10,18,EffectiveQM_abalation_bridge,0.0,0.027600000000000003,
vqe_nativegates_ibm_qiskit_opt0_10,10,18,EffectiveQM,0.0,0.8100999999999999,
,,,,,,
wstate_nativegates_ibm_qiskit_opt0_10,10,18,EffectiveQM_abalation_bridge,0.0,0.03270000000000001,
wstate_nativegates_ibm_qiskit_opt0_10,10,18,EffectiveQM,0.0,0.8666000000000003,
,,,,,,
wstate_nativegates_ibm_qiskit_opt0_20,20,38,EffectiveQM_abalation_bridge,5.7,6.0158000000000005,
wstate_nativegates_ibm_qiskit_opt0_20,20,38,EffectiveQM,15.9,86.1532,
,,,,,,
wstate_nativegates_ibm_qiskit_opt0_30,30,58,EffectiveQM_abalation_bridge,31.8,18.513600000000004,
wstate_nativegates_ibm_qiskit_opt0_30,30,58,EffectiveQM,50.7,245.5139,
,,,,,,
wstate_nativegates_ibm_qiskit_opt0_40,40,78,EffectiveQM_abalation_bridge,60.9,26.6604,
wstate_nativegates_ibm_qiskit_opt0_40,40,78,EffectiveQM,80.7,388.58330000000007,
,,,,,,
wstate_nativegates_ibm_qiskit_opt0_50,50,98,EffectiveQM_abalation_bridge,96.3,53.028800000000004,
wstate_nativegates_ibm_qiskit_opt0_50,50,98,EffectiveQM,108.9,757.9105000000001,
,,,,,,
